customer_id,signup_date,last_active_date,age,region,city_raw,customer_segment,acquisition_channel,product_plan,device_type,monthly_sessions,avg_monthly_spend,discount_pct,support_tickets_90d,satisfaction_score,estimated_income_czk,payment_method,churned
100997,2025-08-16,2026-04-05,43.0,Other,other,Small Business,Social Media,Premium,desktop,10.0,2881.82,15.7,1.0,7.5,106000.0,cash,0
100998,2022-11-22,2026-03-30,36.0,Ostrava,ostrava,Family,Paid Ads,Premium,desktop,9.0,1422.32,20.2,3.0,5.3,64200.0,card,0
100999,2022-03-19,2026-04-09,43.0,Prague,Praha,Young Professional,Organic Search,Plus,mobile,11.0,1520.18,13.1,1.0,8.3,58800.0,card,0
101000,2025-02-15,2026-03-22,29.0,Other,other,Family,Organic Search,Premium,desktop,6.0,2567.04,20.7,2.0,7.5,35700.0,card,0
101001,2023-11-05,2026-04-28,48.0,Liberec,liberec,Retired,Email Campaign,Basic,desktop,1.0,67.25,12.9,2.0,6.2,45000.0,card,0
101002,2025-03-28,2026-04-19,50.0,Prague,prague,Student,Referral,Basic,desktop,7.0,830.33,0.0,2.0,6.3,19600.0,card,0
101003,2022-08-13,2026-04-08,38.0,Other,Unknown,Small Business,Paid Ads,Premium,unknown,16.0,12601.61,14.2,1.0,9.1,74300.0,card,0
101004,2023-06-16,2026-04-20,40.0,Other,Unknown,Young Professional,Organic Search,Business,mobile,15.0,4734.49,2.3,3.0,,25900.0,paypal,0
101005,2022-04-23,2026-04-07,25.0,Ostrava,ostrava,Student,Paid Ads,Plus,mobile,3.0,468.82,19.5,4.0,3.5,14400.0,bank_transfer,0
101006,2024-03-16,2026-04-27,46.0,Prague,Praha,Family,Paid Ads,Plus,mobile,8.0,2558.71,19.5,1.0,7.4,33300.0,card,0
101007,2023-07-13,2026-04-25,35.0,Other,Unknown,Small Business,Direct,Basic,mobile,6.0,452.17,17.1,1.0,7.1,76900.0,cash,0
101008,2022-01-01,2026-04-24,18.0,Prague,Praha,Young Professional,Direct,Plus,mobile,14.0,4630.96,6.6,2.0,5.5,41500.0,cash,0
101009,2022-03-31,2026-04-16,40.0,Plzen,Plzen,Small Business,Direct,Plus,desktop,12.0,2801.39,29.5,3.0,,63400.0,bank_transfer,0
101010,2023-10-16,2026-04-21,37.0,Brno,BRN,Small Business,Paid Ads,Basic,mobile,5.0,1002.91,15.5,2.0,6.3,96800.0,card,0
101011,2022-11-16,2026-04-25,25.0,Other,Unknown,Family,Social Media,Premium,mobile,7.0,1601.25,27.1,1.0,9.4,77100.0,card,0
101012,2022-05-19,2026-04-26,51.0,Other,other,Student,Direct,Basic,desktop,8.0,532.6,20.0,0.0,8.2,19500.0,bank_transfer,0
101013,2025-03-28,2026-04-28,33.0,Liberec,Liberec,Family,Organic Search,Business,desktop,15.0,5730.49,13.0,0.0,8.7,47100.0,card,0
101014,2022-09-16,2025-10-23,29.0,Prague,Praha,Retired,Referral,Business,tablet,0.0,0.0,0.0,0.0,8.8,35800.0,paypal,0
101015,2024-06-20,2026-04-22,53.0,Olomouc,olomouc,Family,Paid Ads,Premium,mobile,15.0,3935.74,16.2,3.0,6.9,52300.0,bank_transfer,0
101016,2023-11-21,2026-03-26,44.0,Plzen,Plzen,Young Professional,Paid Ads,Plus,mobile,13.0,3097.42,19.4,4.0,4.8,46000.0,bank_transfer,0
101017,2022-01-10,2026-04-22,26.0,Prague,Praha,Family,Paid Ads,Basic,desktop,5.0,159.98,32.8,1.0,7.0,94800.0,card,0
101018,2022-09-18,2026-01-01,38.0,Liberec,liberec,Retired,Social Media,Basic,mobile,0.0,0.0,12.9,2.0,,21200.0,card,0
101019,2022-06-21,2025-10-28,28.0,Prague,Prague,Young Professional,Paid Ads,Basic,unknown,9.0,1654.22,24.3,5.0,3.2,31500.0,paypal,1
101020,2024-06-16,2026-04-20,22.0,Ostrava,ostrava,Small Business,Paid Ads,Plus,mobile,11.0,2315.36,15.2,3.0,5.7,56300.0,paypal,0
101021,2022-01-13,2026-04-06,21.0,Brno,Brno,Student,Social Media,Business,desktop,9.0,1771.39,14.2,1.0,7.8,20600.0,paypal,0
101022,2023-11-23,2026-03-26,47.0,Other,Other,Student,Paid Ads,Basic,mobile,3.0,426.2,14.5,2.0,8.0,12000.0,card,0
101023,2022-11-17,2026-04-24,28.0,Brno,brno,Young Professional,Organic Search,Business,mobile,23.0,11146.26,9.6,1.0,7.1,67600.0,card,0
101024,2025-09-04,2026-04-19,25.0,Olomouc,Olomouc,Student,Paid Ads,Plus,mobile,2.0,412.76,18.6,0.0,9.0,25700.0,,0
101025,2022-11-25,2026-04-16,35.0,Ostrava,ostrava,Young Professional,Organic Search,Basic,mobile,9.0,891.77,15.4,2.0,6.9,30400.0,card,0
101026,2024-02-24,2026-04-25,72.0,Plzen,Pilsen,Family,Organic Search,Premium,mobile,18.0,6228.6,8.7,0.0,8.6,43800.0,bank_transfer,0
101027,2024-02-16,2026-04-27,44.0,Prague,prague,Young Professional,Direct,Premium,mobile,20.0,4514.81,1.5,1.0,8.1,30300.0,card,0
101028,2024-06-29,2026-03-25,49.0,Prague,PRG,Young Professional,,Basic,desktop,10.0,949.13,14.5,3.0,3.0,27100.0,card,0
101029,2025-12-13,2026-02-16,26.0,Olomouc,Olomouc,Small Business,Paid Ads,Business,mobile,21.0,8491.35,16.5,2.0,9.4,,card,0
101030,2025-01-23,2026-04-25,44.0,Prague,Prague,Student,Partner,Plus,mobile,5.0,566.89,15.9,3.0,6.1,21300.0,bank_transfer,0
101031,2022-11-14,2026-04-15,38.0,Prague,PRG,Small Business,Paid Ads,Basic,unknown,10.0,1603.09,22.5,3.0,7.9,63300.0,card,0
101032,2024/13/01,2026-04-22,29.0,Other,Unknown,Family,Paid Ads,Basic,desktop,9.0,1167.66,29.8,1.0,5.8,68300.0,card,0
101033,2022-11-30,2026-04-20,35.0,Prague,Prague,Student,Referral,Premium,desktop,10.0,3474.25,14.1,1.0,9.9,24800.0,paypal,0
101034,2023-01-11,2026-04-25,30.0,Brno,Brno,Student,Direct,Basic,desktop,3.0,402.09,32.8,0.0,7.5,18400.0,card,0
101035,2025-03-06,2026-04-18,40.0,Plzen,Plzen,Student,Social Media,Basic,desktop,6.0,656.57,24.3,4.0,5.8,17900.0,bank_transfer,0
101036,2023-08-11,2026-02-13,35.0,Brno,Brno,Retired,Email Campaign,Plus,desktop,5.0,1355.37,3.3,4.0,4.4,32400.0,bank_transfer,1
101037,2023-05-28,2026-04-25,30.0,Ostrava,ostrava,Student,Organic Search,Basic,mobile,7.0,702.22,9.3,2.0,6.7,12600.0,card,0
101038,2025-08-12,2026-04-09,35.0,Prague,Prague,Family,Organic Search,Plus,desktop,18.0,2547.9,3.0,1.0,7.4,77200.0,card,0
101039,2025-09-05,2026-04-20,50.0,Olomouc,olomouc,Young Professional,Referral,Basic,mobile,11.0,883.13,12.4,5.0,5.8,33400.0,card,0
101040,2025-03-11,2026-04-19,23.0,Prague,Prague,Young Professional,Paid Ads,Premium,mobile,9.0,3004.52,23.6,3.0,6.6,59700.0,card,0
101041,2023-11-13,2026-04-27,31.0,Liberec,Liberec,Family,Organic Search,Plus,desktop,14.0,3472.54,20.7,1.0,6.7,41100.0,card,0
101042,2024-05-22,2026-04-07,42.0,Ostrava,ostrava,Young Professional,Direct,Business,mobile,22.0,14516.4,14.6,1.0,7.8,48100.0,card,0
101043,2025-06-06,2026-03-24,30.0,Other,Unknown,Young Professional,Organic Search,Basic,mobile,10.0,1474.47,3.6,3.0,4.2,52500.0,card,0
101044,2022-09-27,2026-04-17,54.0,Prague,prague,Young Professional,Organic Search,Basic,mobile,10.0,993.4,3.2,1.0,8.2,57800.0,card,0
101045,2024-03-08,2026-04-18,53.0,Brno,brno,Young Professional,Paid Ads,Plus,mobile,8.0,1667.78,28.6,0.0,6.4,31000.0,bank_transfer,0
101046,2025-08-07,2026-01-17,54.0,Other,other,Student,Referral,Plus,desktop,0.0,0.0,10.2,1.0,,7900.0,card,0
101047,2025-11-06,2026-04-18,47.0,Liberec,Liberec,Small Business,Referral,Basic,desktop,9.0,688.16,5.2,3.0,6.4,31300.0,bank_transfer,0
101048,2025-04-03,2026-04-18,51.0,Other,other,Family,Paid Ads,Premium,tablet,8.0,1517.09,45.7,0.0,6.5,51000.0,bank_transfer,0
101049,2024-12-10,2026-04-07,38.0,Prague,prague,Student,Direct,Basic,mobile,7.0,394.11,28.9,1.0,6.9,14200.0,card,0
101050,2024-04-30,2026-04-02,31.0,Ostrava,Ostrava,Young Professional,Paid Ads,Basic,tablet,13.0,1031.73,17.5,4.0,7.2,38100.0,bank_transfer,0
101051,2025-11-03,2026-01-02,31.0,Prague,Praha,Family,Social Media,Basic,mobile,0.0,0.0,14.3,3.0,6.2,62900.0,card,0
101052,2025-12-08,2026-04-02,18.0,Other,other,Small Business,Paid Ads,Plus,desktop,15.0,3139.11,13.7,1.0,,64900.0,card,0
101053,2025-12-04,2026-04-17,33.0,Prague,prague,Student,Paid Ads,Business,mobile,6.0,1317.7,30.4,3.0,6.2,20700.0,paypal,0
101054,2023-12-18,2026-04-11,34.0,Other,Unknown,Young Professional,Direct,Plus,desktop,10.0,3124.73,9.5,1.0,9.2,25900.0,card,0
101055,2022-05-12,2026-04-26,36.0,Olomouc,olomouc,Family,Social Media,Plus,desktop,13.0,0.0,19.4,1.0,9.7,65500.0,paypal,0
101056,2023-08-24,2026-04-01,71.0,Other,Unknown,Young Professional,Referral,Premium,mobile,16.0,3115.88,21.0,3.0,6.3,33900.0,paypal,0
101057,2024-12-01,2026-04-20,29.0,Prague,PRG,Young Professional,Organic Search,Business,mobile,16.0,8519.83,0.5,2.0,7.2,72800.0,,0
101058,2022-03-30,2026-04-29,35.0,Brno,BRN,Young Professional,Organic Search,Basic,mobile,10.0,544.04,5.7,2.0,,47900.0,card,0
101059,2023-02-06,2026-04-25,66.0,Prague,prague,Small Business,Organic Search,Basic,desktop,12.0,1103.85,10.6,2.0,7.0,91300.0,bank_transfer,0
101060,2022-10-23,2026-04-18,29.0,Brno,brno,Young Professional,Social Media,Plus,desktop,6.0,1241.36,9.5,3.0,7.3,38200.0,bank_transfer,0
101061,2025-08-11,2026-03-30,25.0,Other,other,Young Professional,Organic Search,Plus,mobile,9.0,822.33,5.4,2.0,7.3,30000.0,card,0
101062,2023-09-08,2026-04-17,36.0,Plzen,Plzen,Family,Referral,Basic,mobile,4.0,403.86,14.2,2.0,7.0,49300.0,bank_transfer,0
101063,2024-03-10,2026-04-15,29.0,Brno,brno,Young Professional,Referral,Premium,mobile,31.0,8600.36,0.0,0.0,8.2,42100.0,card,0
101064,2023-02-26,2026-04-17,52.0,Brno,brno,Small Business,Direct,Plus,mobile,11.0,1257.41,5.0,1.0,7.4,97600.0,card,0
101065,2024-11-12,2026-04-05,40.0,Plzen,Plzen,Retired,Paid Ads,Basic,desktop,4.0,372.42,25.7,3.0,7.9,28200.0,card,0
101066,2023-07-29,2026-04-23,24.0,Olomouc,Olomouc,Family,Direct,Basic,mobile,12.0,0.0,0.3,1.0,7.3,83400.0,card,0
101067,2023-12-25,2026-04-21,42.0,Brno,brno,Family,Social Media,Premium,mobile,18.0,9651.47,3.6,0.0,7.5,84700.0,card,0
101068,2024-09-19,2026-04-15,41.0,Prague,prague,Family,Paid Ads,Basic,desktop,7.0,675.76,11.5,3.0,5.3,,card,0
101069,2023-10-27,2026-03-09,20.0,Plzen,plzeň,Young Professional,Referral,Premium,desktop,16.0,2699.66,2.2,2.0,7.0,37900.0,,0
101070,2024-11-04,2026-04-13,44.0,Brno,brno,Family,Organic Search,Business,mobile,18.0,6322.15,12.1,1.0,8.7,54100.0,bank_transfer,0
101071,2025-06-02,2026-04-14,44.0,Other,Unknown,Young Professional,Direct,Basic,desktop,9.0,1367.32,12.6,2.0,5.8,21100.0,card,0
101072,2024-10-03,2026-04-21,21.0,Brno,brno,Retired,Social Media,Basic,mobile,6.0,1818.55,1.6,3.0,3.7,33600.0,card,0
101073,2024-03-28,2026-04-20,22.0,Brno,Brno,Small Business,Referral,Basic,desktop,14.0,1372.42,6.0,0.0,8.7,54300.0,card,0
101074,2024-03-31,2026-04-27,33.0,Other,Unknown,Family,Email Campaign,Basic,desktop,8.0,934.91,3.8,0.0,8.2,28300.0,card,0
101075,2022-04-14,2026-04-30,30.0,Prague,PRG,Retired,Paid Ads,Plus,desktop,5.0,790.12,21.7,4.0,4.8,39100.0,card,0
101076,2024-11-28,2026-04-07,46.0,Prague,prague,Retired,Referral,Basic,desktop,8.0,533.36,0.0,2.0,5.3,47900.0,bank_transfer,0
101077,2022-07-17,2026-04-18,32.0,Other,Other,Small Business,Referral,Premium,desktop,31.0,16901.05,9.4,0.0,10.0,63000.0,paypal,0
101078,2023-08-02,2026-03-16,36.0,,plzeň,Small Business,Partner,Plus,desktop,13.0,2470.31,27.3,0.0,4.9,191700.0,card,0
101079,2023-01-26,2026-04-21,24.0,Prague,Praha,Student,Email Campaign,Business,desktop,11.0,1984.87,24.5,2.0,8.0,30800.0,card,0
101080,2025-04-17,2026-04-21,50.0,Brno,BRN,Family,Direct,Business,mobile,19.0,8340.77,16.7,1.0,,59800.0,card,0
101081,2023-07-08,2026-03-30,28.0,Brno,BRN,Young Professional,Paid Ads,Premium,desktop,11.0,2111.23,11.4,1.0,5.8,43100.0,card,0
101082,2024-11-04,2026-04-01,25.0,Olomouc,olomouc,Retired,Referral,Plus,mobile,12.0,2206.28,0.0,1.0,8.2,24600.0,card,0
101083,2025-08-05,2026-04-19,39.0,Ostrava,ostrava,Family,Organic Search,Plus,mobile,11.0,2434.9,0.8,2.0,,46900.0,bank_transfer,0
101084,2023-04-23,2026-04-19,52.0,Brno,Brno,Young Professional,Organic Search,Business,tablet,21.0,0.0,21.8,1.0,9.7,69000.0,card,0
101085,2025-11-08,2026-04-27,44.0,Liberec,liberec,Young Professional,Organic Search,Plus,mobile,11.0,2613.94,0.4,1.0,9.3,35000.0,card,0
101086,2024-07-11,2026-04-08,31.0,Prague,Prague,Family,Direct,Basic,desktop,5.0,351.83,8.9,1.0,6.6,50500.0,paypal,0
101087,2023-02-24,2026-04-25,33.0,Plzen,plzeň,Young Professional,Referral,Premium,desktop,17.0,2327.0,5.5,1.0,7.5,20400.0,card,0
101088,2022-12-24,2026-04-25,20.0,Brno,Brno,Young Professional,Organic Search,Basic,mobile,9.0,1349.73,18.5,2.0,6.6,61100.0,card,0
101089,2023-07-04,2026-04-15,63.0,Brno,BRN,Young Professional,Referral,Business,mobile,18.0,8088.85,16.6,0.0,7.8,73200.0,bank_transfer,0
101090,2025-01-25,2025-09-28,58.0,Other,other,Small Business,Email Campaign,Basic,desktop,0.0,0.0,5.5,4.0,5.2,123900.0,bank_transfer,1
101091,2024-11-04,2026-04-18,42.0,Liberec,Liberec,Young Professional,Referral,Premium,mobile,12.0,4840.58,4.7,0.0,8.8,39500.0,card,0
101092,2024-09-23,2026-04-20,38.0,Prague,Praha,Student,Direct,Plus,desktop,7.0,2722.99,2.4,1.0,6.5,23900.0,card,0
101093,2025-12-05,2025-10-20,23.0,Plzen,plzeň,Student,Direct,Plus,mobile,0.0,0.0,37.4,2.0,7.1,30900.0,card,0
101094,2024-08-08,2026-04-10,36.0,Other,Unknown,Young Professional,Referral,Plus,desktop,15.0,6614.74,1.7,0.0,6.6,35400.0,bank_transfer,0
101095,2022-10-16,2026-04-23,50.0,Other,Other,Family,Organic Search,Plus,desktop,2.0,476.54,4.4,4.0,6.4,32600.0,card,0
101096,2025-07-01,2026-04-29,47.0,Olomouc,olomouc,Student,Email Campaign,Plus,desktop,4.0,337.63,7.4,2.0,6.5,27300.0,card,0
101097,2022-07-15,2026-03-28,32.0,Olomouc,olomouc,Young Professional,Paid Ads,Plus,mobile,9.0,1195.11,14.9,1.0,8.5,22200.0,card,0
101098,2023-08-21,2026-04-20,48.0,Plzen,Plzen,Family,Email Campaign,Basic,desktop,9.0,627.66,16.4,1.0,5.8,94400.0,card,0
101099,2025-11-17,2026-04-13,53.0,Prague,prague,Young Professional,Paid Ads,Basic,desktop,6.0,579.4,37.7,1.0,6.5,31800.0,card,0
101100,2024-05-14,2026-04-03,38.0,Plzen,plzeň,Small Business,Paid Ads,Plus,mobile,7.0,842.02,28.3,1.0,5.7,107800.0,card,0
101101,2025-02-15,2025-11-12,51.0,Other,Other,Family,Referral,Basic,desktop,7.0,538.32,6.0,2.0,5.5,23300.0,bank_transfer,1
101102,2024-03-16,2026-04-28,59.0,Brno,Brno,Student,Organic Search,Business,mobile,9.0,3281.57,2.4,1.0,10.0,24500.0,bank_transfer,0
101103,2025-03-28,2026-04-14,63.0,Plzen,Pilsen,Student,Organic Search,Premium,mobile,8.0,2376.46,1.1,3.0,7.1,13000.0,card,0
101104,2024-03-25,2026-04-25,30.0,Other,other,Young Professional,Direct,Plus,desktop,15.0,2114.64,2.4,1.0,6.2,32600.0,,0
101105,2022-08-16,2026-04-11,44.0,Prague,PRG,Family,Partner,Plus,mobile,10.0,1909.92,17.0,3.0,4.6,70000.0,card,0
101106,2024-12-15,2026-04-09,47.0,Brno,Brno,Student,Organic Search,Basic,mobile,4.0,445.77,23.0,2.0,3.9,18500.0,card,0
101107,2022-12-27,2026-04-16,38.0,Prague,Prague,Student,Email Campaign,Basic,mobile,4.0,369.16,1.3,1.0,,29200.0,paypal,0
101108,2024-12-02,2026-04-16,54.0,Ostrava,Ostrava,Family,Organic Search,Plus,desktop,7.0,1006.49,8.0,1.0,7.4,68600.0,bank_transfer,0
101109,2025-03-26,2026-04-21,39.0,Other,Unknown,Young Professional,Referral,Business,tablet,16.0,3299.76,21.3,0.0,8.1,31500.0,bank_transfer,0
101110,2025-07-08,2026-01-31,36.0,Brno,brno,Small Business,Referral,Basic,mobile,0.0,0.0,21.1,1.0,8.2,83200.0,card,0
101111,2025-11-16,2026-04-17,21.0,Prague,prague,Small Business,Social Media,Plus,mobile,7.0,772.8,33.0,3.0,6.2,178600.0,card,0
101112,2022-02-16,2026-04-03,18.0,Prague,Prague,Young Professional,Paid Ads,Business,mobile,17.0,7577.71,16.1,0.0,7.2,51400.0,cash,0
101113,2022-11-20,2026-04-07,33.0,Other,other,Young Professional,Direct,Business,desktop,19.0,11482.74,3.5,3.0,9.6,43500.0,card,0
101114,2024-04-23,2026-04-12,18.0,Ostrava,ostrava,Family,Paid Ads,Plus,mobile,11.0,1717.17,23.6,2.0,6.7,38700.0,card,0
101115,2022-05-10,2026-04-21,54.0,Other,other,Student,Referral,Basic,mobile,5.0,649.53,22.4,2.0,8.0,33900.0,card,0
101116,2025-12-05,2026-04-24,50.0,Other,Unknown,Family,Organic Search,Basic,mobile,8.0,533.61,18.7,2.0,7.6,44200.0,paypal,0
101117,2024-03-22,2026-04-21,47.0,Brno,brno,Student,Social Media,Plus,desktop,5.0,443.75,10.4,0.0,8.3,20900.0,,0
101118,2023-09-19,2026-04-15,52.0,Plzen,Plzen,Small Business,Organic Search,Basic,desktop,11.0,2081.56,13.8,2.0,6.8,67000.0,card,0
101119,2024-01-25,2026-04-22,34.0,Olomouc,olomouc,Small Business,Paid Ads,Plus,unknown,6.0,432.67,12.4,0.0,6.4,49300.0,card,0
101120,2025-08-08,2026-04-22,41.0,Liberec,Liberec,Retired,Referral,Plus,desktop,5.0,514.3,10.0,1.0,6.9,11400.0,bank_transfer,0
101121,2024-03-04,2026-04-19,33.0,Brno,Brno,Young Professional,Paid Ads,Basic,tablet,7.0,660.2,21.8,2.0,5.0,26100.0,bank_transfer,0
101122,2023-03-22,2026-04-08,52.0,Brno,Brno,Family,Organic Search,Basic,desktop,6.0,0.0,1.3,2.0,6.4,51300.0,card,0
101123,2022-03-10,2026-04-23,18.0,Olomouc,olomouc,Small Business,Email Campaign,Plus,mobile,11.0,1746.14,5.7,0.0,7.3,52900.0,bank_transfer,0
101124,2022-01-11,2026-04-24,52.0,Other,Unknown,Young Professional,Direct,Basic,mobile,10.0,1132.99,3.5,,,45700.0,cash,0
101125,2025-07-01,2026-04-13,18.0,Brno,brno,Young Professional,Direct,Plus,mobile,17.0,4815.19,3.0,2.0,7.2,50500.0,bank_transfer,0
101126,2024-05-21,2026-03-25,0.0,Brno,Brno,Student,Partner,Plus,mobile,7.0,840.5,7.0,1.0,6.1,12900.0,card,0
101127,2023-07-04,2025-10-16,24.0,Other,other,Young Professional,Organic Search,Plus,desktop,0.0,0.0,15.2,5.0,2.0,49400.0,paypal,1
101128,2025-03-03,2026-04-13,36.0,Olomouc,Olomouc,Student,Paid Ads,Plus,desktop,10.0,1524.52,31.3,1.0,4.5,24000.0,bank_transfer,0
101129,2023-12-13,2026-04-07,31.0,Brno,brno,Young Professional,Social Media,Business,mobile,7.0,3050.22,2.7,0.0,,43300.0,bank_transfer,0
101130,2022-01-23,2025-12-02,33.0,,Ostrava,Young Professional,Direct,Premium,desktop,0.0,0.0,9.1,7.0,4.9,70900.0,card,1
101131,2024-03-25,2026-03-27,45.0,Other,other,Family,Organic Search,Premium,tablet,15.0,7021.74,7.0,0.0,9.2,52200.0,card,0
101132,2023-03-24,2026-04-20,41.0,Liberec,liberec,Young Professional,Referral,Basic,mobile,10.0,1264.96,1.6,2.0,6.3,48200.0,card,0
101133,2022-11-09,2026-03-22,51.0,Prague,prague,Young Professional,Partner,Business,desktop,20.0,12228.46,1.9,0.0,9.6,43900.0,card,0
101134,2024-03-22,2025-11-14,43.0,Brno,BRN,Young Professional,Paid Ads,Plus,desktop,0.0,0.0,25.2,3.0,4.6,50400.0,card,0
101135,2023-01-31,2026-04-23,18.0,Prague,PRG,Family,Referral,Business,desktop,24.0,8855.59,8.2,0.0,9.2,49000.0,card,0
101136,2022-08-06,2026-04-19,69.0,Other,Unknown,Young Professional,Social Media,Premium,tablet,13.0,2363.87,16.1,3.0,6.0,43700.0,card,0
101137,2022-05-21,2026-04-24,18.0,Plzen,Pilsen,Retired,Referral,Premium,tablet,10.0,3565.95,2.7,1.0,6.9,33100.0,paypal,0
101138,2024-08-15,2026-04-14,42.0,Other,Other,Small Business,Email Campaign,Plus,desktop,14.0,3518.59,7.1,2.0,7.2,89500.0,paypal,0
101139,2024-11-19,2026-02-25,48.0,Prague,Prague,Young Professional,Organic Search,Basic,mobile,0.0,0.0,4.8,4.0,6.6,48200.0,card,0
101140,2024-09-11,2026-04-17,42.0,Prague,PRG,Young Professional,Organic Search,Business,mobile,13.0,6801.21,29.4,2.0,5.9,53200.0,card,0
101141,2024-09-19,2026-04-05,35.0,Olomouc,Olomouc,Family,Paid Ads,Basic,mobile,6.0,0.0,26.9,2.0,5.0,45100.0,card,0
101142,2024-04-07,2026-04-24,57.0,Prague,prague,Student,Partner,Business,mobile,18.0,8178.98,6.3,1.0,8.3,21500.0,card,0
101143,2025-03-01,2026-03-14,53.0,Olomouc,Olomouc,Young Professional,Paid Ads,Premium,mobile,14.0,3274.41,8.3,1.0,7.6,54400.0,card,0
101144,2022-11-23,2026-04-28,38.0,Olomouc,Olomouc,Young Professional,Direct,Premium,mobile,15.0,3270.84,6.7,0.0,10.0,31900.0,paypal,0
101145,2022-12-22,2025-12-08,32.0,Brno,BRN,Young Professional,Direct,Basic,mobile,0.0,0.0,20.1,1.0,10.0,62200.0,paypal,0
101146,2024-10-04,2026-04-11,27.0,Other,other,Small Business,Email Campaign,Plus,mobile,10.0,2486.73,12.5,,,71000.0,bank_transfer,0
101147,2025-09-09,2026-04-29,28.0,Liberec,liberec,Student,Paid Ads,Basic,tablet,4.0,216.08,14.1,3.0,5.0,28100.0,,0
101148,2025-03-02,2026-04-07,37.0,Brno,BRN,Student,Paid Ads,Premium,unknown,9.0,583.35,33.5,1.0,8.7,14000.0,card,0
101149,2024-06-06,2026-04-24,18.0,Brno,brno,Family,Social Media,Plus,unknown,7.0,532.82,7.3,4.0,5.5,60000.0,card,0
101150,2022-05-07,2026-03-25,38.0,Olomouc,Olomouc,Young Professional,Organic Search,Plus,desktop,5.0,0.0,15.5,1.0,6.3,69600.0,card,0
101151,2025-02-03,2026-04-12,48.0,Brno,Brno,Student,Paid Ads,Premium,desktop,4.0,818.55,12.7,3.0,6.4,16600.0,paypal,0
101152,2024-03-20,2026-04-20,31.0,Brno,Brno,Family,Email Campaign,Basic,tablet,4.0,512.96,1.9,2.0,3.7,46600.0,card,0
101153,2023-08-27,2026-04-26,38.0,Plzen,Plzen,Young Professional,Organic Search,Basic,mobile,8.0,757.65,4.6,4.0,,37800.0,bank_transfer,0
101154,2025-11-02,2026-04-29,42.0,Prague,prague,Family,Direct,Basic,mobile,8.0,561.09,13.2,0.0,7.2,71000.0,card,0
101155,2024-10-10,2026-04-04,44.0,Other,other,Young Professional,Social Media,Basic,desktop,8.0,1063.35,14.3,2.0,7.7,30700.0,card,0
101156,2022-02-20,2026-04-27,35.0,Brno,Brno,Young Professional,Referral,Basic,desktop,10.0,2099.63,9.9,3.0,6.3,52600.0,card,0
101157,2024-11-18,2026-02-03,61.0,Brno,Brno,Family,Social Media,Plus,mobile,0.0,0.0,1.1,,,79100.0,paypal,0
101158,2025-08-12,2026-04-07,38.0,Prague,Prague,Family,Social Media,Plus,unknown,8.0,739.37,11.9,4.0,7.0,96000.0,card,0
101159,2025-08-13,2026-04-23,21.0,Plzen,plzeň,Family,Social Media,Business,mobile,14.0,0.0,19.8,3.0,5.6,44600.0,bank_transfer,0
101160,2024-02-18,2026-03-23,33.0,Prague,Prague,Student,Email Campaign,Basic,mobile,4.0,646.55,19.5,3.0,5.6,26400.0,bank_transfer,0
101161,2025-12-15,2026-04-27,55.0,Other,other,Family,Paid Ads,Basic,desktop,7.0,1385.35,28.8,,,74600.0,card,0
101162,2024-03-24,2026-04-16,54.0,Brno,brno,Family,Email Campaign,Premium,tablet,15.0,3149.0,4.6,1.0,7.0,27300.0,card,0
101163,2025-12-17,2026-04-06,18.0,Other,other,Small Business,Organic Search,Basic,tablet,6.0,224.89,5.3,0.0,8.0,60700.0,card,0
101164,2023-03-13,2026-04-11,34.0,Prague,PRG,Young Professional,Email Campaign,Basic,desktop,12.0,814.47,25.0,0.0,7.7,58700.0,bank_transfer,0
101165,2023-02-24,2026-04-19,31.0,Ostrava,Ostrava,Young Professional,Paid Ads,Plus,mobile,8.0,1746.22,22.1,1.0,9.8,24300.0,paypal,0
101166,2025-04-20,2026-04-01,48.0,Olomouc,olomouc,Family,Social Media,Basic,desktop,1.0,100.38,6.7,2.0,7.9,42500.0,bank_transfer,0
101167,2024-09-09,2026-04-11,23.0,Plzen,plzeň,Young Professional,Organic Search,Basic,desktop,5.0,553.46,17.9,2.0,5.6,47700.0,paypal,0
101168,2024-04-04,2026-04-01,58.0,Ostrava,Ostrava,Young Professional,Paid Ads,Plus,mobile,11.0,3772.81,17.7,2.0,8.6,35100.0,card,0
101169,2024-10-21,2026-04-15,19.0,Liberec,liberec,Student,Partner,Basic,mobile,7.0,429.09,5.0,1.0,7.7,31500.0,card,0
101170,2023-07-21,2026-04-27,36.0,Ostrava,ostrava,Young Professional,Social Media,Basic,desktop,10.0,1199.59,11.3,1.0,6.3,35000.0,card,0
101171,2023-01-06,2026-04-09,22.0,Brno,brno,Family,Referral,Plus,mobile,15.0,4973.46,35.1,0.0,7.3,46900.0,bank_transfer,0
101172,2024-07-24,2026-04-23,47.0,Olomouc,Olomouc,Young Professional,Paid Ads,Plus,mobile,6.0,878.05,25.0,,,37800.0,cash,0
101173,2023-10-23,2026-03-23,18.0,Other,Unknown,Small Business,Referral,Premium,unknown,27.0,12313.14,1.1,0.0,7.0,72400.0,card,0
101174,2023-12-24,2026-04-09,36.0,Plzen,Pilsen,Student,Direct,Basic,tablet,5.0,362.41,4.8,6.0,4.3,,card,0
