customer_id,signup_date,last_active_date,age,region,city_raw,customer_segment,acquisition_channel,product_plan,device_type,monthly_sessions,avg_monthly_spend,discount_pct,support_tickets_90d,satisfaction_score,estimated_income_czk,payment_method,churned,satisfaction_missing,city_clean
100891,2022-02-17,2026-04-26,46,brno,brn,young professional,organic search,plus,mobile,8,804.96,7.0,0,7.9,33400,bank_transfer,0,0,brno
100892,2022-12-03,2026-04-06,36,other,other,small business,paid ads,basic,desktop,4,275.48,14.2,3,7.4,65800,cash,0,0,other
100893,2024-11-15,2026-04-12,44,ostrava,ostrava,young professional,direct,premium,unknown,13,6423.69,6.4,2,9.3,29000,cash,0,0,ostrava
100895,2025-07-04,2026-04-21,56,other,other,retired,unknown,business,mobile,13,4627.59,7.6,0,9.8,44800,bank_transfer,0,0,other
100897,2023-09-17,2026-04-22,49,plzen,plzeň,young professional,social media,business,desktop,18,4989.75,18.9,1,5.7,62300,bank_transfer,0,0,plzen
100898,2025-06-30,2026-04-07,54,olomouc,olomouc,young professional,referral,basic,desktop,7,1512.05,7.4,3,5.7,31600,bank_transfer,0,0,olomouc
100899,31/02/2024,2026-04-22,49,liberec,liberec,young professional,direct,basic,mobile,6,905.03,4.7,1,7.6,38000,bank_transfer,0,0,liberec
100900,2022-10-30,2026-04-06,40,brno,brn,young professional,paid ads,basic,mobile,5,203.81,15.3,5,5.5,29300,unknown,0,0,brno
100901,2023-10-01,2026-03-24,20,liberec,liberec,young professional,email campaign,business,mobile,20,15466.63,6.1,0,9.6,66300,card,0,0,liberec
100902,2022-02-25,2026-04-22,45,prague,praha,young professional,social media,premium,tablet,12,2552.81,4.6,0,9.9,39400,paypal,0,0,prague
100903,2023-12-27,2026-03-18,51,ostrava,ostrava,student,referral,basic,desktop,6,319.31,19.9,3,3.5,24200,bank_transfer,0,0,ostrava
100904,2023-06-10,2026-04-10,18,prague,prague,small business,social media,basic,desktop,4,544.32,9.2,3,5.2,96100,card,0,0,prague
100907,2022-03-19,2026-04-27,18,other,other,family,email campaign,basic,mobile,11,501.46,31.0,1,7.4,45200,card,0,0,other
100908,2025-05-24,2026-03-27,44,brno,brno,family,paid ads,basic,desktop,4,429.86,25.1,2,5.2,47400,card,0,0,brno
100910,2022-12-31,2026-04-15,40,brno,brno,student,social media,basic,mobile,1,134.76,12.0,3,7.9,12000,card,0,0,brno
100911,2024-03-09,2026-04-27,18,ostrava,ostrava,student,direct,basic,mobile,4,238.1,15.6,3,3.1,17200,bank_transfer,0,0,ostrava
100912,2023-06-10,2026-04-20,44,brno,brno,young professional,referral,plus,desktop,13,1675.66,10.8,0,5.4,61200,bank_transfer,0,0,brno
100914,2025-08-28,2026-04-21,28,olomouc,olomouc,small business,partner,basic,tablet,13,1490.64,26.3,2,6.0,64400,bank_transfer,0,0,olomouc
100915,2022-03-01,2026-04-24,36,liberec,liberec,family,organic search,premium,desktop,11,2330.81,4.1,1,4.9,73900,card,0,0,liberec
100916,2024-10-27,2026-04-25,34,olomouc,olomouc,young professional,email campaign,plus,mobile,8,2048.75,5.2,2,4.7,92600,card,0,0,olomouc
100917,2024-10-23,2026-04-22,40,brno,brn,small business,social media,premium,desktop,17,7486.17,1.8,3,8.3,74000,card,0,0,brno
100918,2025-11-21,2026-04-17,34,brno,brno,family,referral,basic,unknown,5,697.59,12.7,4,3.1,37300,card,0,0,brno
100919,2024-01-20,2026-03-07,56,brno,brn,family,paid ads,basic,desktop,7,960.04,14.6,3,4.7,56000,card,0,0,brno
100920,2022-12-29,2026-03-30,56,prague,prg,retired,organic search,basic,mobile,8,939.01,21.7,3,4.5,41300,paypal,0,0,prague
100922,2024-03-16,2026-04-16,56,prague,prague,young professional,paid ads,basic,mobile,8,915.04,19.0,0,8.0,42800,bank_transfer,0,0,prague
100923,2024-01-09,2026-04-24,18,prague,praha,family,social media,basic,mobile,9,1276.2,10.5,0,8.8,68700,card,0,0,prague
100924,2024-11-04,2026-03-24,28,ostrava,ostrava,young professional,organic search,basic,mobile,9,872.44,15.3,2,6.2,32800,card,0,0,ostrava
100925,2025-04-30,2026-03-28,47,prague,praha,young professional,organic search,plus,desktop,8,1111.12,16.2,3,8.0,35300,card,0,0,prague
100926,2023-04-30,2026-04-10,40,other,unknown,young professional,email campaign,plus,desktop,10,3371.27,21.9,0,6.6,33700,bank_transfer,0,0,unknown
100927,2022-01-28,2026-04-18,41,other,other,young professional,organic search,basic,desktop,13,1530.12,20.8,2,7.6,40900,bank_transfer,0,0,other
100928,2023-12-15,2026-04-24,44,brno,brno,family,organic search,plus,mobile,11,1267.92,11.2,0,8.2,83000,bank_transfer,0,0,brno
100929,2024-11-28,2026-04-26,33,other,unknown,young professional,social media,basic,mobile,9,947.0,0.8,0,9.8,61700,unknown,0,0,unknown
100930,2025-07-20,2026-04-18,55,brno,brno,young professional,email campaign,basic,mobile,8,512.29,8.9,2,7.2,44200,bank_transfer,0,0,brno
100931,2025-06-08,2026-03-22,48,prague,prague,young professional,organic search,premium,mobile,18,7661.28,1.1,2,8.5,41100,paypal,0,0,prague
100932,2022-03-27,2026-04-27,38,other,other,student,referral,premium,desktop,18,4035.2,1.3,2,7.4,20200,card,0,0,other
100933,2025-03-25,2026-04-24,51,prague,prg,small business,social media,premium,mobile,20,6657.95,2.9,0,9.3,115300,bank_transfer,0,0,prague
100934,2024-03-22,2026-04-20,45,brno,brno,retired,email campaign,basic,desktop,7,690.6,20.8,0,7.6,18600,card,0,0,brno
100935,2024-11-28,2026-04-15,36,plzen,plzen,small business,direct,basic,mobile,11,745.76,11.1,1,8.3,70700,bank_transfer,0,0,plzen
100936,2022-05-25,2026-03-24,35,brno,brno,family,organic search,basic,desktop,7,488.17,6.8,1,6.8,48100,card,0,0,brno
100937,2025-05-20,2026-04-19,24,brno,brn,family,direct,basic,mobile,4,505.48,4.5,4,5.1,71800,card,0,0,brno
100938,2022-01-25,2026-04-23,31,olomouc,olomouc,small business,partner,plus,desktop,12,1811.6,6.0,0,8.9,78800,card,0,0,olomouc
100939,2025-11-18,2026-04-03,37,olomouc,olomouc,student,direct,plus,desktop,4,919.32,26.2,3,6.1,21300,card,0,0,olomouc
100941,2023-03-26,2026-03-30,27,plzen,plzeň,student,organic search,basic,mobile,7,432.4,11.5,2,6.7,17800,card,0,0,plzen
100942,2022-04-19,2026-04-14,39,prague,prague,student,partner,basic,unknown,2,170.2,7.7,0,8.4,22600,card,0,0,prague
100943,2025-03-15,2026-04-22,32,brno,brno,small business,email campaign,plus,mobile,11,1019.09,8.3,1,7.6,95400,paypal,0,0,brno
100944,2022-04-21,2026-04-25,30,other,other,small business,organic search,basic,desktop,7,573.25,10.3,3,8.1,52500,card,0,0,other
100945,2022-08-16,2026-04-08,46,olomouc,olomouc,student,social media,premium,desktop,11,2036.48,6.2,0,8.1,21500,card,0,0,olomouc
100946,2022-04-21,2026-04-15,41,prague,prague,student,email campaign,premium,mobile,8,2898.91,13.9,2,7.3,51100,card,0,0,prague
100947,2022-02-03,2026-04-26,37,liberec,liberec,young professional,social media,plus,desktop,8,47267.82801280735,9.5,1,7.7,62600,bank_transfer,0,0,liberec
100948,2023-09-15,2026-04-26,46,brno,brno,small business,direct,plus,mobile,11,1771.64,4.9,1,8.6,59500,bank_transfer,0,0,brno
100949,2025-10-24,2026-04-18,22,prague,prague,retired,email campaign,basic,mobile,5,747.71,15.8,0,7.4,18400,bank_transfer,0,0,prague
100950,2024-01-18,2026-04-04,23,ostrava,ostrava,small business,organic search,business,desktop,15,15375.45,12.7,1,9.5,34500,card,0,0,ostrava
100951,2023-08-18,2026-04-26,34,other,unknown,small business,paid ads,premium,mobile,14,5624.86,34.8,2,6.6,75200,bank_transfer,0,0,unknown
100952,2023-03-01,2026-04-19,37,brno,brn,young professional,referral,premium,tablet,13,2608.59,0.0,2,6.9,34300,paypal,0,0,brno
100953,2023-09-05,2026-04-16,48,other,unknown,young professional,paid ads,business,desktop,15,5598.7,21.5,0,8.0,33800,bank_transfer,0,0,unknown
100954,2023-11-23,2026-04-05,30,prague,prg,young professional,social media,premium,mobile,14,7967.65,9.0,2,9.0,44400,paypal,0,0,prague
100955,2025-07-29,2025-10-16,30,brno,brno,retired,organic search,plus,desktop,8,351.31,16.4,3,3.7,31600,card,1,0,brno
100956,2025-03-20,2026-04-20,52,prague,prg,family,paid ads,basic,mobile,11,1072.79,30.9,2,7.1,48700,paypal,0,0,prague
100958,2024-05-26,2026-04-27,51,brno,brno,student,paid ads,plus,mobile,5,834.75,29.4,2,6.2,53200,card,0,0,brno
100959,2025-11-01,2026-04-26,38,ostrava,ostrava,young professional,email campaign,plus,desktop,13,2560.69,16.5,2,6.9,36300,card,0,0,ostrava
100960,2023-12-08,2026-03-04,28,prague,prg,young professional,organic search,basic,tablet,9,672.22,8.8,1,6.6,53600,card,0,0,prague
100961,2023-10-24,2026-04-24,24,prague,prg,family,direct,basic,mobile,4,452.97,15.1,2,7.8,60500,card,0,0,prague
100962,2022-10-04,2026-03-13,36,brno,brno,retired,social media,basic,desktop,8,603.34,13.4,0,7.9,40100,unknown,0,0,brno
100963,2023-09-16,2026-04-21,46,prague,prague,small business,paid ads,premium,mobile,13,4076.73,22.4,3,6.4,156000,card,0,0,prague
100964,2023-05-31,2026-04-03,38,plzen,plzeň,student,referral,basic,mobile,9,833.82,0.6,0,9.7,9600,card,0,0,plzen
100965,2025-03-20,2026-04-10,50,other,other,family,social media,premium,tablet,14,7942.97,5.6,0,7.2,33700,bank_transfer,0,0,other
100966,2024-04-22,2025-10-12,50,other,unknown,student,email campaign,basic,mobile,5,803.36,35.8,1,6.8,21800,card,1,0,unknown
100967,2022-12-16,2026-04-12,48,prague,prg,young professional,email campaign,premium,mobile,13,4595.53,14.7,5,4.7,80900,cash,0,0,prague
100968,2024-04-02,2026-04-03,49,other,other,family,paid ads,premium,desktop,8,2051.42,20.9,3,5.8,25100,card,0,0,other
100970,2024-01-29,2026-04-07,48,prague,praha,young professional,direct,plus,desktop,10,1722.02,14.4,0,3.9,53300,card,0,0,prague
100971,2025-12-23,2026-04-25,66,plzen,pilsen,small business,direct,basic,mobile,9,1383.82,2.6,1,8.8,62400,card,0,0,plzen
100974,2023-12-09,2026-04-30,30,prague,prg,student,social media,basic,unknown,4,685.66,15.5,5,4.0,47600,card,0,0,prague
100975,2022-08-17,2026-04-25,39,brno,brno,young professional,partner,business,desktop,17,8948.71,9.4,0,6.7,51100,bank_transfer,0,0,brno
100976,2023-11-04,2026-04-27,48,prague,prague,young professional,organic search,basic,tablet,6,1343.01,11.6,0,8.1,145400,paypal,0,0,prague
100977,2024-07-08,2026-03-21,40,brno,brno,family,email campaign,plus,mobile,7,1359.4,2.8,2,5.2,66800,card,0,0,brno
100978,2025-05-31,2026-03-20,24,olomouc,olomouc,family,organic search,basic,mobile,10,955.62,6.2,2,6.0,48700,paypal,0,0,olomouc
100979,2022-01-06,2026-04-22,48,ostrava,ostrava,student,partner,plus,mobile,5,859.58,4.0,2,2.7,34900,bank_transfer,0,0,ostrava
100980,2025-09-07,2026-04-16,50,brno,brn,family,email campaign,basic,desktop,11,1531.75,2.1,6,4.9,53500,card,0,0,brno
100981,2023-04-13,2026-04-27,27,brno,brn,young professional,paid ads,basic,mobile,7,1794.28,16.9,3,3.1,36300,card,0,0,brno
100983,2022-01-04,2026-04-08,40,other,other,small business,referral,premium,mobile,18,5185.42,0.0,0,8.7,59100,card,0,0,other
100984,2023-10-08,2026-04-26,44,plzen,pilsen,young professional,referral,premium,mobile,24,6814.11,6.0,0,6.8,29300,bank_transfer,0,1,plzen
100985,2022-04-28,2026-04-10,45,liberec,liberec,retired,referral,basic,mobile,3,256.63,0.0,4,2.6,27100,card,0,0,liberec
100986,2024-05-30,2026-04-19,42,brno,brn,family,direct,plus,mobile,9,1298.62,15.4,3,7.2,61700,bank_transfer,0,0,brno
100988,2024-08-04,2026-04-06,44,brno,brno,family,referral,plus,desktop,16,2175.15,0.4,4,5.9,50000,card,0,0,brno
100989,2023-07-28,2026-04-13,39,other,unknown,young professional,organic search,basic,mobile,10,1205.44,9.9,1,7.7,19400,card,0,0,unknown
100990,2022-07-13,2026-04-18,42,liberec,liberec,young professional,paid ads,plus,mobile,8,2148.45,18.4,0,6.9,46300,card,0,0,liberec
100991,2024-04-26,2026-04-22,34,olomouc,olomouc,young professional,email campaign,basic,mobile,10,934.91,16.7,4,6.3,40900,bank_transfer,0,0,olomouc
100992,2023-12-16,2026-04-16,43,brno,brn,retired,social media,basic,desktop,5,322.78,17.1,3,5.0,20700,card,0,0,brno
100993,2025-11-16,2026-04-15,38,liberec,liberec,student,organic search,basic,desktop,3,74.36,8.6,1,7.8,17400,card,0,0,liberec
100995,2025-12-29,2026-03-26,45,ostrava,ostrava,young professional,social media,premium,mobile,10,5905.97,18.8,4,6.8,49600,bank_transfer,0,1,ostrava
100996,2022-06-22,2026-04-20,52,olomouc,olomouc,small business,social media,basic,desktop,5,1301.38,16.0,1,4.6,39000,card,0,0,olomouc
100997,2025-08-16,2026-04-05,43,other,other,small business,social media,premium,desktop,10,2881.82,15.7,1,7.5,106000,cash,0,0,other
100998,2022-11-22,2026-03-30,36,ostrava,ostrava,family,paid ads,premium,desktop,9,1422.32,20.2,3,5.3,64200,card,0,0,ostrava
100999,2022-03-19,2026-04-09,43,prague,praha,young professional,organic search,plus,mobile,11,1520.18,13.1,1,8.3,58800,card,0,0,prague
101000,2025-02-15,2026-03-22,29,other,other,family,organic search,premium,desktop,6,2567.04,20.7,2,7.5,35700,card,0,0,other
101001,2023-11-05,2026-04-28,48,liberec,liberec,retired,email campaign,basic,desktop,1,67.25,12.9,2,6.2,45000,card,0,0,liberec
101002,2025-03-28,2026-04-19,50,prague,prague,student,referral,basic,desktop,7,830.33,0.0,2,6.3,19600,card,0,0,prague
101003,2022-08-13,2026-04-08,38,other,unknown,small business,paid ads,premium,unknown,16,12601.61,14.2,1,9.1,74300,card,0,0,unknown
101004,2023-06-16,2026-04-20,40,other,unknown,young professional,organic search,business,mobile,15,4734.49,2.3,3,6.8,25900,paypal,0,1,unknown
101005,2022-04-23,2026-04-07,25,ostrava,ostrava,student,paid ads,plus,mobile,3,468.82,19.5,4,3.5,14400,bank_transfer,0,0,ostrava
101006,2024-03-16,2026-04-27,46,prague,praha,family,paid ads,plus,mobile,8,2558.71,19.5,1,7.4,33300,card,0,0,prague
101007,2023-07-13,2026-04-25,35,other,unknown,small business,direct,basic,mobile,6,452.17,17.1,1,7.1,76900,cash,0,0,unknown
101008,2022-01-01,2026-04-24,18,prague,praha,young professional,direct,plus,mobile,14,4630.96,6.6,2,5.5,41500,cash,0,0,prague
101009,2022-03-31,2026-04-16,40,plzen,plzen,small business,direct,plus,desktop,12,2801.39,29.5,3,6.8,63400,bank_transfer,0,1,plzen
101010,2023-10-16,2026-04-21,37,brno,brn,small business,paid ads,basic,mobile,5,1002.91,15.5,2,6.3,96800,card,0,0,brno
101011,2022-11-16,2026-04-25,25,other,unknown,family,social media,premium,mobile,7,1601.25,27.1,1,9.4,77100,card,0,0,unknown
101012,2022-05-19,2026-04-26,51,other,other,student,direct,basic,desktop,8,532.6,20.0,0,8.2,19500,bank_transfer,0,0,other
101013,2025-03-28,2026-04-28,33,liberec,liberec,family,organic search,business,desktop,15,5730.49,13.0,0,8.7,47100,card,0,0,liberec
101015,2024-06-20,2026-04-22,53,olomouc,olomouc,family,paid ads,premium,mobile,15,3935.74,16.2,3,6.9,52300,bank_transfer,0,0,olomouc
101016,2023-11-21,2026-03-26,44,plzen,plzen,young professional,paid ads,plus,mobile,13,3097.42,19.4,4,4.8,46000,bank_transfer,0,0,plzen
101017,2022-01-10,2026-04-22,26,prague,praha,family,paid ads,basic,desktop,5,159.98,32.8,1,7.0,94800,card,0,0,prague
101019,2022-06-21,2025-10-28,28,prague,prague,young professional,paid ads,basic,unknown,9,1654.22,24.3,5,3.2,31500,paypal,1,0,prague
101020,2024-06-16,2026-04-20,22,ostrava,ostrava,small business,paid ads,plus,mobile,11,2315.36,15.2,3,5.7,56300,paypal,0,0,ostrava
101021,2022-01-13,2026-04-06,21,brno,brno,student,social media,business,desktop,9,1771.39,14.2,1,7.8,20600,paypal,0,0,brno
101022,2023-11-23,2026-03-26,47,other,other,student,paid ads,basic,mobile,3,426.2,14.5,2,8.0,12000,card,0,0,other
101023,2022-11-17,2026-04-24,28,brno,brno,young professional,organic search,business,mobile,23,11146.26,9.6,1,7.1,67600,card,0,0,brno
101024,2025-09-04,2026-04-19,25,olomouc,olomouc,student,paid ads,plus,mobile,2,412.76,18.6,0,9.0,25700,unknown,0,0,olomouc
101025,2022-11-25,2026-04-16,35,ostrava,ostrava,young professional,organic search,basic,mobile,9,891.77,15.4,2,6.9,30400,card,0,0,ostrava
101026,2024-02-24,2026-04-25,72,plzen,pilsen,family,organic search,premium,mobile,18,6228.6,8.7,0,8.6,43800,bank_transfer,0,0,plzen
101027,2024-02-16,2026-04-27,44,prague,prague,young professional,direct,premium,mobile,20,4514.81,1.5,1,8.1,30300,card,0,0,prague
101028,2024-06-29,2026-03-25,49,prague,prg,young professional,unknown,basic,desktop,10,949.13,14.5,3,3.0,27100,card,0,0,prague
101030,2025-01-23,2026-04-25,44,prague,prague,student,partner,plus,mobile,5,566.89,15.9,3,6.1,21300,bank_transfer,0,0,prague
101031,2022-11-14,2026-04-15,38,prague,prg,small business,paid ads,basic,unknown,10,1603.09,22.5,3,7.9,63300,card,0,0,prague
101032,2024/13/01,2026-04-22,29,other,unknown,family,paid ads,basic,desktop,9,1167.66,29.8,1,5.8,68300,card,0,0,unknown
101033,2022-11-30,2026-04-20,35,prague,prague,student,referral,premium,desktop,10,3474.25,14.1,1,9.9,24800,paypal,0,0,prague
101034,2023-01-11,2026-04-25,30,brno,brno,student,direct,basic,desktop,3,402.09,32.8,0,7.5,18400,card,0,0,brno
101035,2025-03-06,2026-04-18,40,plzen,plzen,student,social media,basic,desktop,6,656.57,24.3,4,5.8,17900,bank_transfer,0,0,plzen
101036,2023-08-11,2026-02-13,35,brno,brno,retired,email campaign,plus,desktop,5,1355.37,3.3,4,4.4,32400,bank_transfer,1,0,brno
101037,2023-05-28,2026-04-25,30,ostrava,ostrava,student,organic search,basic,mobile,7,702.22,9.3,2,6.7,12600,card,0,0,ostrava
101038,2025-08-12,2026-04-09,35,prague,prague,family,organic search,plus,desktop,18,2547.9,3.0,1,7.4,77200,card,0,0,prague
101039,2025-09-05,2026-04-20,50,olomouc,olomouc,young professional,referral,basic,mobile,11,883.13,12.4,5,5.8,33400,card,0,0,olomouc
101040,2025-03-11,2026-04-19,23,prague,prague,young professional,paid ads,premium,mobile,9,3004.52,23.6,3,6.6,59700,card,0,0,prague
101041,2023-11-13,2026-04-27,31,liberec,liberec,family,organic search,plus,desktop,14,3472.54,20.7,1,6.7,41100,card,0,0,liberec
101042,2024-05-22,2026-04-07,42,ostrava,ostrava,young professional,direct,business,mobile,22,14516.4,14.6,1,7.8,48100,card,0,0,ostrava
101043,2025-06-06,2026-03-24,30,other,unknown,young professional,organic search,basic,mobile,10,1474.47,3.6,3,4.2,52500,card,0,0,unknown
101044,2022-09-27,2026-04-17,54,prague,prague,young professional,organic search,basic,mobile,10,993.4,3.2,1,8.2,57800,card,0,0,prague
101045,2024-03-08,2026-04-18,53,brno,brno,young professional,paid ads,plus,mobile,8,1667.78,28.6,0,6.4,31000,bank_transfer,0,0,brno
101047,2025-11-06,2026-04-18,47,liberec,liberec,small business,referral,basic,desktop,9,688.16,5.2,3,6.4,31300,bank_transfer,0,0,liberec
101048,2025-04-03,2026-04-18,51,other,other,family,paid ads,premium,tablet,8,1517.09,45.7,0,6.5,51000,bank_transfer,0,0,other
101049,2024-12-10,2026-04-07,38,prague,prague,student,direct,basic,mobile,7,394.11,28.9,1,6.9,14200,card,0,0,prague
101050,2024-04-30,2026-04-02,31,ostrava,ostrava,young professional,paid ads,basic,tablet,13,1031.73,17.5,4,7.2,38100,bank_transfer,0,0,ostrava
101052,2025-12-08,2026-04-02,18,other,other,small business,paid ads,plus,desktop,15,3139.11,13.7,1,6.8,64900,card,0,1,other
101053,2025-12-04,2026-04-17,33,prague,prague,student,paid ads,business,mobile,6,1317.7,30.4,3,6.2,20700,paypal,0,0,prague
101054,2023-12-18,2026-04-11,34,other,unknown,young professional,direct,plus,desktop,10,3124.73,9.5,1,9.2,25900,card,0,0,unknown
101056,2023-08-24,2026-04-01,71,other,unknown,young professional,referral,premium,mobile,16,3115.88,21.0,3,6.3,33900,paypal,0,0,unknown
101057,2024-12-01,2026-04-20,29,prague,prg,young professional,organic search,business,mobile,16,8519.83,0.5,2,7.2,72800,unknown,0,0,prague
101058,2022-03-30,2026-04-29,35,brno,brn,young professional,organic search,basic,mobile,10,544.04,5.7,2,6.8,47900,card,0,1,brno
101059,2023-02-06,2026-04-25,66,prague,prague,small business,organic search,basic,desktop,12,1103.85,10.6,2,7.0,91300,bank_transfer,0,0,prague
101060,2022-10-23,2026-04-18,29,brno,brno,young professional,social media,plus,desktop,6,1241.36,9.5,3,7.3,38200,bank_transfer,0,0,brno
101061,2025-08-11,2026-03-30,25,other,other,young professional,organic search,plus,mobile,9,822.33,5.4,2,7.3,30000,card,0,0,other
101062,2023-09-08,2026-04-17,36,plzen,plzen,family,referral,basic,mobile,4,403.86,14.2,2,7.0,49300,bank_transfer,0,0,plzen
101063,2024-03-10,2026-04-15,29,brno,brno,young professional,referral,premium,mobile,31,8600.36,0.0,0,8.2,42100,card,0,0,brno
101064,2023-02-26,2026-04-17,52,brno,brno,small business,direct,plus,mobile,11,1257.41,5.0,1,7.4,97600,card,0,0,brno
101065,2024-11-12,2026-04-05,40,plzen,plzen,retired,paid ads,basic,desktop,4,372.42,25.7,3,7.9,28200,card,0,0,plzen
101067,2023-12-25,2026-04-21,42,brno,brno,family,social media,premium,mobile,18,9651.47,3.6,0,7.5,84700,card,0,0,brno
101069,2023-10-27,2026-03-09,20,plzen,plzeň,young professional,referral,premium,desktop,16,2699.66,2.2,2,7.0,37900,unknown,0,0,plzen
101070,2024-11-04,2026-04-13,44,brno,brno,family,organic search,business,mobile,18,6322.15,12.1,1,8.7,54100,bank_transfer,0,0,brno
101071,2025-06-02,2026-04-14,44,other,unknown,young professional,direct,basic,desktop,9,1367.32,12.6,2,5.8,21100,card,0,0,unknown
101072,2024-10-03,2026-04-21,21,brno,brno,retired,social media,basic,mobile,6,1818.55,1.6,3,3.7,33600,card,0,0,brno
101073,2024-03-28,2026-04-20,22,brno,brno,small business,referral,basic,desktop,14,1372.42,6.0,0,8.7,54300,card,0,0,brno
101074,2024-03-31,2026-04-27,33,other,unknown,family,email campaign,basic,desktop,8,934.91,3.8,0,8.2,28300,card,0,0,unknown
101075,2022-04-14,2026-04-30,30,prague,prg,retired,paid ads,plus,desktop,5,790.12,21.7,4,4.8,39100,card,0,0,prague
101076,2024-11-28,2026-04-07,46,prague,prague,retired,referral,basic,desktop,8,533.36,0.0,2,5.3,47900,bank_transfer,0,0,prague
101077,2022-07-17,2026-04-18,32,other,other,small business,referral,premium,desktop,31,16901.05,9.4,0,10.0,63000,paypal,0,0,other
101078,2023-08-02,2026-03-16,36,plzen,plzeň,small business,partner,plus,desktop,13,2470.31,27.3,0,4.9,191700,card,0,0,plzen
101079,2023-01-26,2026-04-21,24,prague,praha,student,email campaign,business,desktop,11,1984.87,24.5,2,8.0,30800,card,0,0,prague
101080,2025-04-17,2026-04-21,50,brno,brn,family,direct,business,mobile,19,8340.77,16.7,1,6.8,59800,card,0,1,brno
101081,2023-07-08,2026-03-30,28,brno,brn,young professional,paid ads,premium,desktop,11,2111.23,11.4,1,5.8,43100,card,0,0,brno
101082,2024-11-04,2026-04-01,25,olomouc,olomouc,retired,referral,plus,mobile,12,2206.28,0.0,1,8.2,24600,card,0,0,olomouc
101083,2025-08-05,2026-04-19,39,ostrava,ostrava,family,organic search,plus,mobile,11,2434.9,0.8,2,6.8,46900,bank_transfer,0,1,ostrava
101085,2025-11-08,2026-04-27,44,liberec,liberec,young professional,organic search,plus,mobile,11,2613.94,0.4,1,9.3,35000,card,0,0,liberec
101086,2024-07-11,2026-04-08,31,prague,prague,family,direct,basic,desktop,5,351.83,8.9,1,6.6,50500,paypal,0,0,prague
101087,2023-02-24,2026-04-25,33,plzen,plzeň,young professional,referral,premium,desktop,17,2327.0,5.5,1,7.5,20400,card,0,0,plzen
101088,2022-12-24,2026-04-25,20,brno,brno,young professional,organic search,basic,mobile,9,1349.73,18.5,2,6.6,61100,card,0,0,brno
101089,2023-07-04,2026-04-15,63,brno,brn,young professional,referral,business,mobile,18,8088.85,16.6,0,7.8,73200,bank_transfer,0,0,brno
101091,2024-11-04,2026-04-18,42,liberec,liberec,young professional,referral,premium,mobile,12,4840.58,4.7,0,8.8,39500,card,0,0,liberec
101092,2024-09-23,2026-04-20,38,prague,praha,student,direct,plus,desktop,7,2722.99,2.4,1,6.5,23900,card,0,0,prague
101094,2024-08-08,2026-04-10,36,other,unknown,young professional,referral,plus,desktop,15,6614.74,1.7,0,6.6,35400,bank_transfer,0,0,unknown
101095,2022-10-16,2026-04-23,50,other,other,family,organic search,plus,desktop,2,476.54,4.4,4,6.4,32600,card,0,0,other
101096,2025-07-01,2026-04-29,47,olomouc,olomouc,student,email campaign,plus,desktop,4,337.63,7.4,2,6.5,27300,card,0,0,olomouc
101097,2022-07-15,2026-03-28,32,olomouc,olomouc,young professional,paid ads,plus,mobile,9,1195.11,14.9,1,8.5,22200,card,0,0,olomouc
101098,2023-08-21,2026-04-20,48,plzen,plzen,family,email campaign,basic,desktop,9,627.66,16.4,1,5.8,94400,card,0,0,plzen
101099,2025-11-17,2026-04-13,53,prague,prague,young professional,paid ads,basic,desktop,6,579.4,37.7,1,6.5,31800,card,0,0,prague
101100,2024-05-14,2026-04-03,38,plzen,plzeň,small business,paid ads,plus,mobile,7,842.02,28.3,1,5.7,107800,card,0,0,plzen
101101,2025-02-15,2025-11-12,51,other,other,family,referral,basic,desktop,7,538.32,6.0,2,5.5,23300,bank_transfer,1,0,other
101102,2024-03-16,2026-04-28,59,brno,brno,student,organic search,business,mobile,9,3281.57,2.4,1,10.0,24500,bank_transfer,0,0,brno
101103,2025-03-28,2026-04-14,63,plzen,pilsen,student,organic search,premium,mobile,8,2376.46,1.1,3,7.1,13000,card,0,0,plzen
101104,2024-03-25,2026-04-25,30,other,other,young professional,direct,plus,desktop,15,2114.64,2.4,1,6.2,32600,unknown,0,0,other
101105,2022-08-16,2026-04-11,44,prague,prg,family,partner,plus,mobile,10,1909.92,17.0,3,4.6,70000,card,0,0,prague
101106,2024-12-15,2026-04-09,47,brno,brno,student,organic search,basic,mobile,4,445.77,23.0,2,3.9,18500,card,0,0,brno
101107,2022-12-27,2026-04-16,38,prague,prague,student,email campaign,basic,mobile,4,369.16,1.3,1,6.8,29200,paypal,0,1,prague
101108,2024-12-02,2026-04-16,54,ostrava,ostrava,family,organic search,plus,desktop,7,1006.49,8.0,1,7.4,68600,bank_transfer,0,0,ostrava
101109,2025-03-26,2026-04-21,39,other,unknown,young professional,referral,business,tablet,16,3299.76,21.3,0,8.1,31500,bank_transfer,0,0,unknown
101111,2025-11-16,2026-04-17,21,prague,prague,small business,social media,plus,mobile,7,772.8,33.0,3,6.2,178600,card,0,0,prague
101112,2022-02-16,2026-04-03,18,prague,prague,young professional,paid ads,business,mobile,17,7577.71,16.1,0,7.2,51400,cash,0,0,prague
101113,2022-11-20,2026-04-07,33,other,other,young professional,direct,business,desktop,19,11482.74,3.5,3,9.6,43500,card,0,0,other
101114,2024-04-23,2026-04-12,18,ostrava,ostrava,family,paid ads,plus,mobile,11,1717.17,23.6,2,6.7,38700,card,0,0,ostrava
